Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Market
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,40.36204528808594,130672400,AAPL,SP500
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,41.50852584838867,125982000,AAPL,SP500
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,42.218711853027344,144406400,AAPL,SP500
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,42.23326110839844,112958400,AAPL,SP500
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,41.433387756347656,126966800,AAPL,SP500
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,41.4820671081543,95280000,AAPL,SP500
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,41.24351119995117,83973600,AAPL,SP500
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.598907470703125,89134000,AAPL,SP500
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,41.42607498168945,89960800,AAPL,SP500
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.57699966430664,87342800,AAPL,SP500
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,41.484500885009766,98507200,AAPL,SP500
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.60865020751953,75891200,AAPL,SP500
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.87641525268555,104457600,AAPL,SP500
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.640289306640625,68998800,AAPL,SP500
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,42.1052360534668,75652800,AAPL,SP500
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,42.41195297241211,87493600,AAPL,SP500
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,42.4362907409668,68280800,AAPL,SP500
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.5677375793457,111341600,AAPL,SP500
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,42.149051666259766,112861600,AAPL,SP500
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.59209442138672,103544800,AAPL,SP500
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.80630111694336,109744800,AAPL,SP500
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.72840881347656,78949600,AAPL,SP500
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,42.48255157470703,83241600,AAPL,SP500
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.99082946777344,99185600,AAPL,SP500
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,42.090633392333984,95997600,AAPL,SP500
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,43.548736572265625,128044000,AAPL,SP500
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,44.038028717041016,129870400,AAPL,SP500
2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,44.23276901245117,124130000,AAPL,SP500
2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,44.7244873046875,94318000,AAPL,SP500
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,45.306278228759766,156171600,AAPL,SP500
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,45.7687873840332,104879200,AAPL,SP500
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,45.40607833862305,126585600,AAPL,SP500
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,45.8028678894043,124140800,AAPL,SP500
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,47.48979568481445,204136800,AAPL,SP500
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,46.50636672973633,169630800,AAPL,SP500
2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,45.94404983520508,175381200,AAPL,SP500
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,45.4693717956543,199202000,AAPL,SP500
2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,45.87832260131836,119393600,AAPL,SP500
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.93918991088867,83121600,AAPL,SP500
2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,47.48749923706055,46.23859786987305,94256000,AAPL,SP500
2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,47.810001373291016,46.5526123046875,111448000,AAPL,SP500
2019-04-02,47.772499084472656,48.6150016784668,47.76250076293945,48.505001068115234,47.229339599609375,91062800,AAPL,SP500
2019-04-03,48.3125,49.125,48.287498474121094,48.837501525878906,47.5530891418457,93087200,AAPL,SP500
2019-04-04,48.6974983215332,49.092498779296875,48.28499984741211,48.92250061035156,47.63585662841797,76457200,AAPL,SP500
2019-04-05,49.11249923706055,49.275001525878906,48.98249816894531,49.25,47.954742431640625,74106400,AAPL,SP500
2019-04-08,49.10499954223633,50.057498931884766,49.084999084472656,50.025001525878906,48.7093620300293,103526800,AAPL,SP500
2019-04-09,50.08000183105469,50.712501525878906,49.807498931884766,49.875,48.56330490112305,143072800,AAPL,SP500
2019-04-10,49.66999816894531,50.185001373291016,49.54499816894531,50.154998779296875,48.835941314697266,86781200,AAPL,SP500
2019-04-11,50.212501525878906,50.25,49.61000061035156,49.73749923706055,48.42942428588867,83603200,AAPL,SP500
2019-04-12,49.79999923706055,50.03499984741211,49.0525016784668,49.717498779296875,48.409942626953125,111042800,AAPL,SP500
2019-04-15,49.64500045776367,49.962501525878906,49.502498626708984,49.807498931884766,48.497581481933594,70146400,AAPL,SP500
2019-04-16,49.8650016784668,50.342498779296875,49.63999938964844,49.8125,48.50244903564453,102785600,AAPL,SP500
2019-04-17,49.8849983215332,50.845001220703125,49.65250015258789,50.782501220703125,49.44694137573242,115627200,AAPL,SP500
2019-04-18,50.779998779296875,51.037498474121094,50.630001068115234,50.96500015258789,49.6246337890625,96783200,AAPL,SP500
2019-04-22,50.70750045776367,51.23500061035156,50.584999084472656,51.13249969482422,49.7877311706543,77758000,AAPL,SP500
2019-04-23,51.10749816894531,51.9375,50.974998474121094,51.869998931884766,50.50583267211914,93292000,AAPL,SP500
2019-04-24,51.84000015258789,52.119998931884766,51.76250076293945,51.790000915527344,50.42794418334961,70162400,AAPL,SP500
2019-04-25,51.70750045776367,51.939998626708984,51.279998779296875,51.31999969482422,49.970298767089844,74172800,AAPL,SP500
2019-04-26,51.224998474121094,51.25,50.529998779296875,51.07500076293945,49.73174285888672,74596400,AAPL,SP500
2019-04-29,51.099998474121094,51.49250030517578,50.96500015258789,51.15250015258789,49.80720901489258,88818800,AAPL,SP500
2019-04-30,50.76499938964844,50.849998474121094,49.77750015258789,50.16749954223633,48.84811019897461,186139600,AAPL,SP500
2019-05-01,52.470001220703125,53.82749938964844,52.307498931884766,52.630001068115234,51.245849609375,259309200,AAPL,SP500
2019-05-02,52.459999084472656,53.162498474121094,52.032501220703125,52.287498474121094,50.912349700927734,127985200,AAPL,SP500
2019-05-03,52.72249984741211,52.959999084472656,52.557498931884766,52.9375,51.545265197753906,83569600,AAPL,SP500
2019-05-06,51.0724983215332,52.209999084472656,50.875,52.119998931884766,50.749263763427734,129772400,AAPL,SP500
2019-05-07,51.470001220703125,51.85499954223633,50.20750045776367,50.71500015258789,49.38121032714844,155054800,AAPL,SP500
2019-05-08,50.474998474121094,51.334999084472656,50.4375,50.724998474121094,49.39094924926758,105358000,AAPL,SP500
2019-05-09,50.099998474121094,50.41999816894531,49.165000915527344,50.18000030517578,48.86028289794922,139634400,AAPL,SP500
2019-05-10,49.35499954223633,49.712501525878906,48.192501068115234,49.29499816894531,48.18339538574219,164834800,AAPL,SP500
2019-05-13,46.9275016784668,47.369998931884766,45.712501525878906,46.43000030517578,45.38300704956055,229722400,AAPL,SP500
2019-05-14,46.602500915527344,47.42499923706055,46.352500915527344,47.165000915527344,46.101436614990234,146118800,AAPL,SP500
2019-05-15,46.567501068115234,47.9375,46.505001068115234,47.72999954223633,46.65369415283203,106178800,AAPL,SP500
2019-05-16,47.477500915527344,48.11750030517578,47.209999084472656,47.52000045776367,46.44842529296875,132125600,AAPL,SP500
2019-05-17,46.73249816894531,47.724998474121094,46.689998626708984,47.25,46.18451690673828,131516400,AAPL,SP500
2019-05-20,45.880001068115234,46.087501525878906,45.06999969482422,45.772499084472656,44.740333557128906,154449200,AAPL,SP500
2019-05-21,46.30500030517578,47.0,46.17499923706055,46.650001525878906,45.598045349121094,113459200,AAPL,SP500
2019-05-22,46.165000915527344,46.4275016784668,45.63750076293945,45.69499969482422,44.66457748413086,118994400,AAPL,SP500
2019-05-23,44.95000076293945,45.1349983215332,44.45249938964844,44.915000915527344,43.90216827392578,146118800,AAPL,SP500
2019-05-24,45.04999923706055,45.53499984741211,44.654998779296875,44.74250030517578,43.73356246948242,94858800,AAPL,SP500
2019-05-28,44.72999954223633,45.147499084472656,44.477500915527344,44.557498931884766,43.552734375,111792800,AAPL,SP500
2019-05-29,44.10499954223633,44.837501525878906,44.0,44.345001220703125,43.34502410888672,113924800,AAPL,SP500
2019-05-30,44.48749923706055,44.807498931884766,44.16749954223633,44.57500076293945,43.5698356628418,84873600,AAPL,SP500
2019-05-31,44.057498931884766,44.497501373291016,43.747501373291016,43.76750183105469,42.780548095703125,108174400,AAPL,SP500
2019-06-03,43.900001525878906,44.47999954223633,42.567501068115234,43.32500076293945,42.3480224609375,161584400,AAPL,SP500
2019-06-04,43.86000061035156,44.95750045776367,43.630001068115234,44.90999984741211,43.89728546142578,123872000,AAPL,SP500
2019-06-05,46.06999969482422,46.247501373291016,45.28499984741211,45.6349983215332,44.60593032836914,119093600,AAPL,SP500
2019-06-06,45.77000045776367,46.36750030517578,45.537498474121094,46.30500030517578,45.26081848144531,90105200,AAPL,SP500
2019-06-07,46.627498626708984,47.97999954223633,46.442501068115234,47.537498474121094,46.46553039550781,122737600,AAPL,SP500
2019-06-10,47.95249938964844,48.842498779296875,47.904998779296875,48.14500045776367,47.0593376159668,104883600,AAPL,SP500
2019-06-11,48.71500015258789,49.0,48.400001525878906,48.70249938964844,47.60426330566406,107731600,AAPL,SP500
2019-06-12,48.48749923706055,48.99250030517578,48.34749984741211,48.54750061035156,47.4527587890625,73012800,AAPL,SP500
2019-06-13,48.67499923706055,49.1974983215332,48.400001525878906,48.537498474121094,47.4429817199707,86698400,AAPL,SP500
2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,48.185001373291016,47.09843063354492,75046000,AAPL,SP500
2019-06-17,48.224998474121094,48.7400016784668,48.04249954223633,48.47249984741211,47.37944793701172,58676400,AAPL,SP500
2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,49.61249923706055,48.493743896484375,106204000,AAPL,SP500
2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,49.467498779296875,48.352012634277344,84496800,AAPL,SP500
2019-06-20,50.092498779296875,50.15250015258789,49.50749969482422,49.8650016784668,48.74054718017578,86056000,AAPL,SP500
2019-06-21,49.70000076293945,50.212501525878906,49.537498474121094,49.69499969482422,48.57438278198242,191202400,AAPL,SP500
2019-06-24,49.6349983215332,50.040000915527344,49.54249954223633,49.64500045776367,48.52550506591797,72881600,AAPL,SP500
2019-06-25,49.60749816894531,49.814998626708984,48.8224983215332,48.89250183105469,47.789974212646484,84281200,AAPL,SP500
2019-06-26,49.442501068115234,50.247501373291016,49.337501525878906,49.95000076293945,48.823631286621094,104270000,AAPL,SP500
2019-06-27,50.0724983215332,50.39250183105469,49.89250183105469,49.935001373291016,48.8089714050293,83598800,AAPL,SP500
2019-06-28,49.66999816894531,49.875,49.26250076293945,49.47999954223633,48.364227294921875,124442400,AAPL,SP500
2019-07-01,50.79249954223633,51.122501373291016,50.162498474121094,50.38750076293945,49.25126647949219,109012000,AAPL,SP500
2019-07-02,50.352500915527344,50.782501220703125,50.34000015258789,50.682498931884766,49.539615631103516,67740800,AAPL,SP500
2019-07-03,50.81999969482422,51.11000061035156,50.67250061035156,51.102500915527344,49.95014190673828,45448000,AAPL,SP500
2019-07-05,50.837501525878906,51.27000045776367,50.724998474121094,51.057498931884766,49.90615463256836,69062000,AAPL,SP500
2019-07-08,50.20249938964844,50.349998474121094,49.602500915527344,50.005001068115234,48.87739181518555,101354400,AAPL,SP500
2019-07-09,49.79999923706055,50.377498626708984,49.70249938964844,50.310001373291016,49.175514221191406,82312000,AAPL,SP500
2019-07-10,50.462501525878906,50.932498931884766,50.38999938964844,50.807498931884766,49.66179275512695,71588400,AAPL,SP500
2019-07-11,50.82749938964844,51.09749984741211,50.4275016784668,50.4375,49.300132751464844,80767200,AAPL,SP500
2019-07-12,50.61249923706055,51.0,50.54999923706055,50.82500076293945,49.67890548706055,70380800,AAPL,SP500
2019-07-15,51.022499084472656,51.467498779296875,51.0,51.3025016784668,50.145633697509766,67789600,AAPL,SP500
2019-07-16,51.147499084472656,51.52750015258789,50.875,51.125,49.972137451171875,67467200,AAPL,SP500
2019-07-17,51.01250076293945,51.272499084472656,50.817501068115234,50.837501525878906,49.69111633300781,56430000,AAPL,SP500
2019-07-18,51.0,51.470001220703125,50.92499923706055,51.415000915527344,50.25559997558594,74162400,AAPL,SP500
2019-07-19,51.4474983215332,51.625,50.59000015258789,50.647499084472656,49.505401611328125,83717200,AAPL,SP500
2019-07-22,50.912498474121094,51.807498931884766,50.90250015258789,51.80500030517578,50.63679885864258,89111600,AAPL,SP500
2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,52.209999084472656,51.03266143798828,73420800,AAPL,SP500
2019-07-24,51.91749954223633,52.287498474121094,51.79249954223633,52.16749954223633,50.99112319946289,59966400,AAPL,SP500
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,50.587928771972656,55638400,AAPL,SP500
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,50.76387023925781,70475600,AAPL,SP500
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,51.2379264831543,86693600,AAPL,SP500
2019-07-30,52.189998626708984,52.540000915527344,51.82749938964844,52.19499969482422,51.01800537109375,135742800,AAPL,SP500
2019-07-31,54.10499954223633,55.342498779296875,52.82500076293945,53.2599983215332,52.058990478515625,277125600,AAPL,SP500
2019-08-01,53.474998474121094,54.50749969482422,51.685001373291016,52.10749816894531,50.93247604370117,216071600,AAPL,SP500
2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,51.005001068115234,49.85483932495117,163448400,AAPL,SP500
2019-08-05,49.497501373291016,49.662498474121094,48.14500045776367,48.334999084472656,47.24504089355469,209572000,AAPL,SP500
2019-08-06,49.07749938964844,49.51750183105469,48.5099983215332,49.25,48.13941192626953,143299200,AAPL,SP500
2019-08-07,48.852500915527344,49.88999938964844,48.45500183105469,49.7599983215332,48.63792037963867,133457600,AAPL,SP500
2019-08-08,50.04999923706055,50.88249969482422,49.84749984741211,50.85749816894531,49.71066665649414,108038000,AAPL,SP500
2019-08-09,50.32500076293945,50.689998626708984,49.8224983215332,50.247501373291016,49.301029205322266,98478800,AAPL,SP500
2019-08-12,49.904998779296875,50.51250076293945,49.787498474121094,50.119998931884766,49.17593002319336,89927600,AAPL,SP500
2019-08-13,50.255001068115234,53.03499984741211,50.119998931884766,52.24250030517578,51.258453369140625,188874000,AAPL,SP500
2019-08-14,50.790000915527344,51.61000061035156,50.647499084472656,50.6875,49.73274612426758,146189600,AAPL,SP500
2019-08-15,50.8650016784668,51.28499984741211,49.91749954223633,50.435001373291016,49.4849967956543,108909600,AAPL,SP500
2019-08-16,51.06999969482422,51.790000915527344,50.959999084472656,51.625,50.6525764465332,110481600,AAPL,SP500
2019-08-19,52.654998779296875,53.182498931884766,52.50749969482422,52.587501525878906,51.596954345703125,97654400,AAPL,SP500
2019-08-20,52.720001220703125,53.337501525878906,52.58000183105469,52.59000015258789,51.599403381347656,107537200,AAPL,SP500
2019-08-21,53.247501373291016,53.412498474121094,52.900001525878906,53.15999984741211,52.158668518066406,86141600,AAPL,SP500
2019-08-22,53.29750061035156,53.61000061035156,52.6875,53.1150016784668,52.11452102661133,89014800,AAPL,SP500
2019-08-23,52.35749816894531,53.01250076293945,50.25,50.65999984741211,49.70575714111328,187272000,AAPL,SP500
2019-08-26,51.46500015258789,51.79750061035156,51.26499938964844,51.622501373291016,50.65012741088867,104174400,AAPL,SP500
2019-08-27,51.96500015258789,52.13750076293945,50.88249969482422,51.040000915527344,50.07860565185547,103493200,AAPL,SP500
2019-08-28,51.025001525878906,51.43000030517578,50.83000183105469,51.38249969482422,50.41465377807617,63755200,AAPL,SP500
2019-08-29,52.125,52.33000183105469,51.665000915527344,52.252498626708984,51.26826095581055,83962000,AAPL,SP500
2019-08-30,52.540000915527344,52.61249923706055,51.79999923706055,52.185001373291016,51.202030181884766,84573600,AAPL,SP500
2019-09-03,51.60749816894531,51.744998931884766,51.05500030517578,51.42499923706055,50.45634841918945,80092000,AAPL,SP500
2019-09-04,52.09749984741211,52.369998931884766,51.83000183105469,52.29750061035156,51.312416076660156,76752400,AAPL,SP500
2019-09-05,53.0,53.49250030517578,52.877498626708984,53.31999969482422,52.31565475463867,95654800,AAPL,SP500
2019-09-06,53.51250076293945,53.60499954223633,53.127498626708984,53.314998626708984,52.31074905395508,77449200,AAPL,SP500
2019-09-09,53.709999084472656,54.11000061035156,52.76750183105469,53.54249954223633,52.533958435058594,109237600,AAPL,SP500
2019-09-10,53.46500015258789,54.19499969482422,52.9275016784668,54.17499923706055,53.15454864501953,127111600,AAPL,SP500
2019-09-11,54.51750183105469,55.9275016784668,54.432498931884766,55.897499084472656,54.844600677490234,177158400,AAPL,SP500
2019-09-12,56.20000076293945,56.60499954223633,55.71500015258789,55.772499084472656,54.72195816040039,128906800,AAPL,SP500
2019-09-13,55.0,55.1974983215332,54.255001068115234,54.6875,53.65739440917969,159053200,AAPL,SP500
2019-09-16,54.432498931884766,55.032501220703125,54.38999938964844,54.974998474121094,53.939483642578125,84632400,AAPL,SP500
2019-09-17,54.9900016784668,55.20500183105469,54.779998779296875,55.17499923706055,54.13571548461914,73274800,AAPL,SP500
2019-09-18,55.26499938964844,55.712501525878906,54.86000061035156,55.692501068115234,54.643463134765625,101360000,AAPL,SP500
2019-09-19,55.502498626708984,55.939998626708984,55.092498779296875,55.2400016784668,54.19948959350586,88242400,AAPL,SP500
2019-09-20,55.345001220703125,55.63999938964844,54.36750030517578,54.432498931884766,53.40719223022461,221652400,AAPL,SP500
2019-09-23,54.73749923706055,54.959999084472656,54.412498474121094,54.68000030517578,53.65004348754883,76662000,AAPL,SP500
2019-09-24,55.25749969482422,55.622501373291016,54.29750061035156,54.41999816894531,53.394935607910156,124763200,AAPL,SP500
2019-09-25,54.63750076293945,55.375,54.28499984741211,55.25749969482422,54.21665954589844,87613600,AAPL,SP500
2019-09-26,55.0,55.23500061035156,54.70750045776367,54.97249984741211,53.937034606933594,75334000,AAPL,SP500
2019-09-27,55.1349983215332,55.2400016784668,54.31999969482422,54.70500183105469,53.6745719909668,101408000,AAPL,SP500
2019-09-30,55.224998474121094,56.14500045776367,55.1974983215332,55.99250030517578,54.93781661987305,103909600,AAPL,SP500
2019-10-01,56.26750183105469,57.05500030517578,56.04999923706055,56.147499084472656,55.08988952636719,139223200,AAPL,SP500
2019-10-02,55.76499938964844,55.89500045776367,54.48249816894531,54.7400016784668,53.70890426635742,138449200,AAPL,SP500
2019-10-03,54.60749816894531,55.2400016784668,53.782501220703125,55.20500183105469,54.1651496887207,114426000,AAPL,SP500
2019-10-04,56.40999984741211,56.872501373291016,55.97249984741211,56.752498626708984,55.683502197265625,138478800,AAPL,SP500
2019-10-07,56.567501068115234,57.48249816894531,56.459999084472656,56.76499938964844,55.695762634277344,122306000,AAPL,SP500
2019-10-08,56.45500183105469,57.01499938964844,56.08250045776367,56.099998474121094,55.04328918457031,111820000,AAPL,SP500
2019-10-09,56.75749969482422,56.9474983215332,56.40999984741211,56.75749969482422,55.68840408325195,74770400,AAPL,SP500
2019-10-10,56.98249816894531,57.61000061035156,56.82500076293945,57.522499084472656,56.43899917602539,113013600,AAPL,SP500
2019-10-11,58.23749923706055,59.40999984741211,58.07749938964844,59.0525016784668,57.940181732177734,166795600,AAPL,SP500
2019-10-14,58.724998474121094,59.532501220703125,58.66749954223633,58.967498779296875,57.856781005859375,96427600,AAPL,SP500
2019-10-15,59.09749984741211,59.412498474121094,58.720001220703125,58.83000183105469,57.721866607666016,87360000,AAPL,SP500
2019-10-16,58.342498779296875,58.810001373291016,58.29999923706055,58.592498779296875,57.48883819580078,73903200,AAPL,SP500
2019-10-17,58.772499084472656,59.037498474121094,58.380001068115234,58.81999969482422,57.712059020996094,67585200,AAPL,SP500
2019-10-18,58.647499084472656,59.39500045776367,58.5724983215332,59.102500915527344,57.98923873901367,97433600,AAPL,SP500
2019-10-21,59.380001068115234,60.247501373291016,59.33000183105469,60.127498626708984,58.99492263793945,87247200,AAPL,SP500
2019-10-22,60.290000915527344,60.54999923706055,59.904998779296875,59.9900016784668,58.86001968383789,82293600,AAPL,SP500
2019-10-23,60.525001525878906,60.810001373291016,60.30500030517578,60.79499816894531,59.64985656738281,75828800,AAPL,SP500
2019-10-24,61.127498626708984,61.20000076293945,60.45249938964844,60.89500045776367,59.74797058105469,69275200,AAPL,SP500
2019-10-25,60.790000915527344,61.682498931884766,60.720001220703125,61.64500045776367,60.48384094238281,73477200,AAPL,SP500
2019-10-28,61.85499954223633,62.3125,61.68000030517578,62.26250076293945,61.08971405029297,96572800,AAPL,SP500
2019-10-29,62.24250030517578,62.4375,60.64250183105469,60.8224983215332,59.67683792114258,142839600,AAPL,SP500
2019-10-30,61.189998626708984,61.32500076293945,60.3025016784668,60.814998626708984,59.66947555541992,124522000,AAPL,SP500
2019-10-31,61.810001373291016,62.29249954223633,59.314998626708984,62.189998626708984,61.01857376098633,139162000,AAPL,SP500
2019-11-01,62.3849983215332,63.98249816894531,62.290000915527344,63.95500183105469,62.75033187866211,151125200,AAPL,SP500
2019-11-04,64.3324966430664,64.4625015258789,63.845001220703125,64.375,63.16242599487305,103272000,AAPL,SP500
2019-11-05,64.26249694824219,64.54750061035156,64.08000183105469,64.28250122070312,63.07166290283203,79897600,AAPL,SP500
2019-11-06,64.19249725341797,64.37249755859375,63.842498779296875,64.30999755859375,63.09864044189453,75864400,AAPL,SP500
2019-11-07,64.68499755859375,65.0875015258789,64.52749633789062,64.85749816894531,63.82688903808594,94940400,AAPL,SP500
2019-11-08,64.67250061035156,65.11000061035156,64.2125015258789,65.03500366210938,64.00157928466797,69986400,AAPL,SP500
2019-11-11,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,64.50839233398438,81821200,AAPL,SP500
2019-11-12,65.38749694824219,65.69750213623047,65.2300033569336,65.48999786376953,64.44933319091797,87388800,AAPL,SP500
2019-11-13,65.28250122070312,66.19499969482422,65.26750183105469,66.11750030517578,65.0668716430664,102734400,AAPL,SP500
2019-11-14,65.9375,66.22000122070312,65.5250015258789,65.66000366210938,64.61663818359375,89182800,AAPL,SP500
2019-11-15,65.91999816894531,66.44499969482422,65.75250244140625,66.44000244140625,65.38423919677734,100206400,AAPL,SP500
2019-11-18,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,65.71392059326172,86703200,AAPL,SP500
2019-11-19,66.9749984741211,67.0,66.34750366210938,66.57250213623047,65.5146255493164,76167200,AAPL,SP500
2019-11-20,66.38500213623047,66.5199966430664,65.0999984741211,65.79750061035156,64.751953125,106234400,AAPL,SP500
2019-11-21,65.92250061035156,66.00250244140625,65.29499816894531,65.50250244140625,64.46163940429688,121395200,AAPL,SP500
2019-11-22,65.64749908447266,65.79499816894531,65.20999908447266,65.44499969482422,64.40503692626953,65325200,AAPL,SP500
2019-11-25,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,65.53431701660156,84020400,AAPL,SP500
2019-11-26,66.73500061035156,66.79000091552734,65.625,66.07250213623047,65.02257537841797,105207600,AAPL,SP500
2019-11-27,66.3949966430664,66.99500274658203,66.32749938964844,66.95999908447266,65.8959732055664,65235600,AAPL,SP500
2019-11-29,66.6500015258789,67.0,66.4749984741211,66.8125,65.75080871582031,46617600,AAPL,SP500
2019-12-02,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,64.9906005859375,94487200,AAPL,SP500
2019-12-03,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,63.831817626953125,114430400,AAPL,SP500
2019-12-04,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,64.39520263671875,67181600,AAPL,SP500
2019-12-05,65.94750213623047,66.47250366210938,65.68250274658203,66.3949966430664,65.33995819091797,74424400,AAPL,SP500
2019-12-06,66.87000274658203,67.75,66.82499694824219,67.67749786376953,66.60206604003906,106075600,AAPL,SP500
